Estructura de generación (MW),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos,Andorra exportación,Marruecos exportación,Portugal exportación,Francia exportación,Francia importación,Portugal importación,Marruecos importación,Andorra importación,Hidráulica
2025-03-20 00:00,16855,5670,362,2531,-3945,33,1,323,284,59,177,0,1142,-15,-661,-955,-2291,0,0,0,0,5051
2025-03-20 00:05,16965,5667,364,2331,-4109,33,1,323,278,56,170,0,1130,-14,-730,-1033,-2331,0,0,0,0,5518
2025-03-20 00:10,17476,5668,361,2249,-4433,33,1,323,279,43,163,0,1119,-14,-776,-1067,-2502,0,0,0,0,5618
2025-03-20 00:15,17810,5669,362,2173,-4580,33,1,323,276,43,155,0,1083,-14,-854,-980,-2741,0,0,0,0,5481
2025-03-20 00:20,17794,5665,362,2060,-4167,33,1,323,278,28,147,0,1112,-14,-756,-819,-2655,0,0,0,0,5059
2025-03-20 00:25,17683,5667,361,2032,-4175,33,1,323,277,28,143,0,1108,-14,-795,-921,-2434,0,0,0,0,5018
2025-03-20 00:30,17638,5666,361,2032,-4343,33,1,323,276,27,138,0,1109,-14,-841,-981,-2464,0,0,0,0,5041
2025-03-20 00:35,17496,5666,361,2017,-4533,33,1,323,265,28,136,0,1110,-13,-745,-762,-2978,0,0,0,0,5017
2025-03-20 00:40,17355,5672,362,2013,-4306,33,1,323,266,24,134,0,1112,-13,-846,-930,-2483,0,0,0,0,4950
2025-03-20 00:45,17186,5671,362,2002,-4327,33,1,320,262,24,132,0,1115,-13,-797,-872,-2604,0,0,0,0,4911
2025-03-20 00:50,17030,5668,362,1993,-4227,33,1,318,260,22,131,0,1114,-13,-672,-941,-2545,0,0,0,0,4653
2025-03-20 00:55,16693,5671,362,1975,-4076,33,1,318,259,23,128,0,1116,-13,-622,-900,-2561,0,0,0,0,4637
2025-03-20 01:00,16905,5669,362,1996,-4302,33,1,318,257,25,124,0,1078,-13,-749,-919,-2617,0,0,0,0,4478
2025-03-20 01:05,17310,5667,362,2012,-4646,33,1,304,254,25,117,0,1108,-13,-823,-1035,-2777,0,0,0,0,4371
2025-03-20 01:10,17622,5671,362,2002,-4680,30,1,304,255,24,114,0,1110,-12,-804,-1214,-2598,0,0,0,0,4230
2025-03-20 01:15,17337,5670,361,1988,-4427,30,1,304,253,24,112,0,1108,-13,-696,-1135,-2538,0,0,0,0,4148
2025-03-20 01:20,17325,5665,362,1987,-4377,30,1,304,253,24,108,0,1077,-13,-794,-1131,-2462,0,0,0,0,3975
2025-03-20 01:25,17258,5668,361,1981,-4653,30,1,304,251,24,105,0,1098,-12,-692,-1470,-2473,0,0,0,0,4117
2025-03-20 01:30,17008,5670,362,1979,-4469,30,1,304,252,24,106,0,1115,-12,-763,-1411,-2278,0,0,0,0,3981
2025-03-20 01:35,16694,5670,362,1977,-4126,30,1,304,255,23,100,0,1115,-12,-651,-1239,-2258,0,0,0,0,3823
2025-03-20 01:40,16972,5666,362,1969,-4413,30,1,304,252,24,94,0,1113,-12,-603,-1245,-2543,0,0,0,0,3838
2025-03-20 01:45,16591,5665,362,1968,-4304,30,1,304,253,24,92,0,1112,-12,-480,-1185,-2596,0,0,0,0,3784
2025-03-20 01:50,16585,5665,362,1978,-4367,30,1,304,252,23,92,0,1112,-12,-424,-1048,-2803,0,0,0,0,3780
2025-03-20 01:55,16372,5668,362,1974,-4202,30,1,304,252,24,92,0,1112,-12,-644,-1058,-2366,0,0,0,0,3821
2025-03-20 02:00,16509,5667,362,1971,-4378,30,1,304,252,22,92,0,1110,-12,-735,-1105,-2463,0,0,0,0,3832
2025-03-20 02:05,15745,5667,362,1970,-3899,24,1,305,250,22,93,0,1075,-12,-552,-1033,-2271,0,0,0,0,3869
2025-03-20 02:10,15647,5671,362,1974,-3876,24,1,305,249,22,92,0,1111,-12,-552,-1045,-2289,0,0,0,0,3863
2025-03-20 02:15,15299,5670,362,1960,-4013,24,1,306,248,22,92,0,1110,-12,-486,-1109,-2365,0,0,0,0,3922
2025-03-20 02:20,15214,5673,362,1968,-3963,24,1,308,242,22,92,0,1110,-12,-349,-1236,-2341,0,0,0,0,3998
2025-03-20 02:25,15098,5667,362,1956,-3653,24,1,308,240,22,92,0,1071,-12,-390,-1154,-2071,0,0,0,0,4002
2025-03-20 02:30,15036,5670,362,1953,-3603,24,1,308,241,22,93,0,1113,-12,-431,-1104,-1992,0,0,0,0,3960
2025-03-20 02:35,15096,5666,362,1946,-3662,24,1,308,240,22,93,0,1106,-12,-378,-1187,-2057,0,0,0,0,3939
2025-03-20 02:40,15114,5671,362,1948,-3719,23,1,308,238,22,92,0,1104,-11,-366,-1047,-2270,0,0,0,0,3930
2025-03-20 02:45,15252,5673,362,1945,-3857,23,1,308,238,23,92,0,1064,-11,-301,-1091,-2432,0,0,0,0,3963
2025-03-20 02:50,15250,5670,362,1940,-3963,23,1,308,237,22,92,0,1102,-11,-399,-1316,-2186,0,0,0,0,4051
2025-03-20 02:55,15235,5670,362,1935,-3996,23,1,308,238,22,92,0,1105,-11,-373,-1151,-2386,0,0,0,0,4050
2025-03-20 03:00,14819,5672,362,1938,-3749,23,1,308,237,22,92,0,1106,-11,-284,-962,-2428,0,0,0,0,4006
