Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos,Andorra exportación,Marruecos exportación,Portugal exportación,Francia exportación,Francia importación,Portugal importación,Marruecos importación,Andorra importación,Consumo bombeo,Turbinación bombeo,Hidráulica,Baterías,Consumo baterías
"2025-03-19 18:20","0","0","375","1056","0","0","0","0","182","62","92","0","322","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:25","0","0","375","1093","0","0","0","0","184","62","92","0","324","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:30","0","0","375","1140","0","0","0","0","186","63","95","0","322","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:35","0","0","375","1200","0","0","0","0","191","62","95","0","324","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:40","0","0","375","1273","0","0","0","0","197","63","94","0","324","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:45","0","0","375","1259","0","0","0","0","203","65","92","0","324","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:50","0","0","376","1268","0","0","0","0","205","62","93","0","321","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 18:55","0","0","375","1286","0","0","0","0","206","69","95","0","317","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:00","0","0","375","1390","0","0","0","0","207","74","97","0","329","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:05","0","0","375","1469","0","0","0","0","210","74","99","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:10","0","0","376","1490","0","0","0","0","212","65","103","0","334","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:15","0","0","375","1511","0","0","0","0","214","64","105","0","334","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:20","0","0","373","1540","0","0","0","0","217","65","107","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:25","0","0","374","1552","0","0","0","0","219","64","113","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:30","0","0","374","1562","0","0","0","0","220","85","121","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:35","0","0","375","1566","0","0","0","0","221","96","126","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:40","0","0","375","1545","0","0","0","0","219","110","128","0","322","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:45","0","0","374","1581","0","0","0","0","219","115","127","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:50","0","0","374","1581","0","0","0","0","224","119","127","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 19:55","0","0","374","1595","0","0","0","0","226","133","126","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:00","0","0","375","1597","0","0","0","0","227","148","126","0","323","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:05","0","0","375","1607","0","0","0","0","228","158","127","0","338","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:10","0","0","375","1605","0","0","0","0","234","169","131","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:15","0","0","375","1610","0","0","0","0","234","162","134","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:20","0","0","375","1609","0","0","0","0","237","162","135","0","335","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:25","0","0","374","1624","0","0","0","0","239","166","135","0","339","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:30","0","0","375","1643","0","0","0","0","240","166","139","0","344","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:35","0","0","374","1640","0","0","0","0","243","180","145","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:40","0","0","374","1644","0","0","0","0","243","183","153","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:45","0","0","375","1644","0","0","0","0","244","203","157","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:50","0","0","375","1630","0","0","0","0","243","207","162","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 20:55","0","0","375","1621","0","0","0","0","245","212","166","0","346","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:00","0","0","375","1622","0","0","0","0","239","215","171","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:05","0","0","376","1622","0","0","0","0","242","216","175","0","334","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:10","0","0","370","1621","0","0","0","0","241","213","178","0","344","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:15","0","0","365","1629","0","0","0","0","241","215","177","0","344","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:20","0","0","361","1595","0","0","0","0","240","213","177","0","342","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:25","0","0","362","1571","0","0","0","0","243","212","177","0","342","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:30","0","0","362","1551","0","0","0","0","242","212","177","0","342","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:35","0","0","361","1560","0","0","0","0","240","214","177","0","339","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:40","0","0","362","1538","0","0","0","0","239","216","176","0","342","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:45","0","0","361","1535","0","0","0","0","238","214","177","0","339","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:50","0","0","362","1527","0","0","0","0","239","214","177","0","341","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 21:55","0","0","362","1518","0","0","0","0","234","208","177","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:00","0","0","362","1532","0","0","0","0","231","211","177","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:05","0","0","359","1551","0","0","0","0","228","207","178","0","323","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:10","0","0","354","1545","0","0","0","0","232","194","178","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:15","0","0","350","1555","0","0","0","0","233","192","177","0","334","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:20","0","0","350","1552","0","0","0","0","231","188","177","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:25","0","0","349","1541","0","0","0","0","231","187","178","0","329","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:30","0","0","349","1536","0","0","0","0","231","184","178","0","319","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:35","0","0","349","1529","0","0","0","0","226","179","177","0","333","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:40","0","0","349","1523","0","0","0","0","224","174","178","0","334","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:45","0","0","349","1520","0","0","0","0","222","173","178","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:50","0","0","349","1519","0","0","0","0","222","177","178","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 22:55","0","0","349","1496","0","0","0","0","218","181","178","0","327","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:00","0","0","349","1503","0","0","0","0","216","181","177","0","323","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:05","0","0","350","1382","0","0","0","0","218","170","178","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:10","0","0","348","1394","0","0","0","0","220","135","178","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:15","0","0","348","1323","0","0","0","0","216","101","179","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:20","0","0","348","1239","0","0","0","0","216","90","178","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:25","0","0","349","1189","0","0","0","0","208","66","177","0","319","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:30","0","0","349","1162","0","0","0","0","204","63","176","0","319","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:35","0","0","349","1134","0","0","0","0","199","64","175","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:40","0","0","345","1106","0","0","0","0","199","62","174","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:45","0","0","343","1083","0","0","0","0","197","61","173","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:50","0","0","343","1063","0","0","0","0","196","60","170","0","316","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-19 23:55","0","0","343","1057","0","0","0","0","196","59","166","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:00","0","0","344","1049","0","0","0","0","193","61","159","0","315","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:05","0","0","346","976","0","0","0","0","189","58","153","0","311","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:10","0","0","343","947","0","0","0","0","190","43","147","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:15","0","0","344","918","0","0","0","0","188","44","140","0","298","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:20","0","0","344","879","0","0","0","0","189","27","132","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:25","0","0","343","867","0","0","0","0","188","27","129","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:30","0","0","343","866","0","0","0","0","188","26","124","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:35","0","0","343","860","0","0","0","0","180","27","122","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:40","0","0","344","858","0","0","0","0","181","22.8","121","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:45","0","0","344","851","0","0","0","0","178","22.8","119","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:50","0","0","344","846","0","0","0","0","177","20.9","118","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 00:55","0","0","344","839","0","0","0","0","176","21.9","115","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:00","0","0","344","848","0","0","0","0","175","23.8","112","0","296","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:05","0","0","344","855","0","0","0","0","173","23.8","105","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:10","0","0","344","851","0","0","0","0","173","22.8","103","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:15","0","0","343","842","0","0","0","0","172","22.8","101","0","305","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:20","0","0","344","842","0","0","0","0","172","22.8","97","0","296","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:25","0","0","343","840","0","0","0","0","171","22.8","95","0","302","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:30","0","0","344","839","0","0","0","0","171","22.8","95","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:35","0","0","344","839","0","0","0","0","173","21.9","90","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:40","0","0","344","836","0","0","0","0","171","22.8","85","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:45","0","0","344","835","0","0","0","0","172","22.8","83","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:50","0","0","344","840","0","0","0","0","171","21.9","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 01:55","0","0","344","839","0","0","0","0","171","22.8","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:00","0","0","344","837","0","0","0","0","171","20.9","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:05","0","0","344","836","0","0","0","0","170","20.9","84","0","295","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:10","0","0","344","838","0","0","0","0","169","20.9","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:15","0","0","344","832","0","0","0","0","169","20.9","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:20","0","0","344","836","0","0","0","0","165","20.9","83","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:25","0","0","344","830","0","0","0","0","163","20.9","83","0","295","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:30","0","0","344","829","0","0","0","0","164","20.9","84","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:35","0","0","344","826","0","0","0","0","163","20.9","84","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:40","0","0","344","825","0","0","0","0","162","20.9","83","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:45","0","0","344","823","0","0","0","0","162","21.9","83","0","293","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:50","0","0","344","820","0","0","0","0","161","20.9","83","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 02:55","0","0","344","817","0","0","0","0","162","20.9","83","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0",
"2025-03-20 03:00","0","0","344","819","0","0","0","0","161","20.9","83","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0",
